| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 27.8 |
| 12–15              | 28.9 |
| 16–19              | 31.5 |
| 20–39              | 35.5 |
| 40–59              | 39   |
| 60–79              | 41.3 |
| 80+                | 38.3 |
| 20+                | 38.2 |
| 20+ (age adjusted) | 38   |
