Age,Mean
"8–11 years",23.7
"12–15 years",21.8
"16–19 years",21
"20–39 years",26.4
"40–59 years",30.3
"60–79 years",32.7
"80 years and older",31.7
"20 years and older (crude)",29.1
"20 years and older (age adjusted)",29.3
