Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",15182,24,0.3,19,5767,26,0.7,20,8001,23,0.4,19
"Under 6 years",3461,21,0.5,19,1581,20,0.7,17,1580,22,0.8,19
"6–11 years",1553,25,1.3,22,733,24,1.5,21,693,26,1.4,23
"12–19 years",1659,32,1.1,28,711,33,3,29,796,31,0.9,28
"20–59 years",5921,24,0.5,19,1939,28,1,22,3484,23,0.5,19
"60 years and over",2588,17,0.4,14,803,17,0.8,13,1448,17,0.5,15
