Age,Mean
"7-17 years (education : head of the household)",66.8
"7-11 years (education : head of the household)",63.4
"12-17 years (education : head of the household)",69.6
"18-74 years",79.4
"18-24 years",73.6
"25-34 years",76.2
"35-44 years",82.3
"45-54 years",85.4
"55-64 years",84.9
"65-74 years",83.9
"Age-adjusted value (18-74 years)",80.5
