| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 11.55          |
| 12–15 | 26.68          |
| 16–19 | 24.84          |
| 20–29 | 28.55          |
| 30–39 | 31.84          |
| 40–49 | 34.4           |
| 50–59 | 34.51          |
| 60–69 | 37.76          |
| 70–79 | 35.55          |
| 80+   | 33.29          |
