Age,"Standard error"
"8–11 years",11.55
"12–15 years",26.68
"16–19 years",24.84
"20–29 years",28.55
"30–39 years",31.84
"40–49 years",34.4
"50–59 years",34.51
"60–69 years",37.76
"70–79 years",35.55
"80 years and over",33.29
