Age,"Standard error"
"2 years",0.33
"3 years",0.33
"4 years",0.36
"5 years",0.41
"6 years",0.61
"7 years",0.67
"8 years",0.7
"9 years",0.7
"10 years",0.74
"11 years",0.75
"12 years",0.88
"13 years",0.83
"14 years",0.83
"15 years",0.7
"16 years",0.74
"17 years",0.78
"18 years",0.88
"19 years",0.81
"20 years and older",0.15
"20–29 years",0.26
"30–39 years",0.26
"40–49 years",0.28
"50–59 years",0.32
"60–69 years",0.3
"70–79 years",0.34
"80 years and older",0.39
