Age,"Standard error"
"2 years",0.27
"3 years",0.32
"4 years",0.33
"5 years",0.38
"6 years",0.65
"7 years",0.68
"8 years",0.6
"9 years",0.65
"10 years",0.83
"11 years",0.76
"12 years",0.89
"13 years",1.06
"14 years",0.91
"15 years",0.99
"16 years",0.92
"17 years",1.03
"18 years",0.99
"19 years",0.69
"20 years and older",0.16
"20–29 years",0.27
"30–39 years",0.28
"40–49 years",0.3
"50–59 years",0.34
"60–69 years",0.3
"70–79 years",0.33
"80 years and older",0.4
