Age,Mean
"8–11 years",26.8
"12–15 years",38.4
"16–19 years",41.7
"20–39 years",44.5
"40–59 years",45.1
"60–79 years",42.1
"80 years and older",37.8
"20 years and older (crude)",43.9
"20 years and older (age adjusted)",44
