Age,Mean
"8–11 years",27.1
"12–15 years",44.7
"16–19 years",58.4
"20–39 years",62.6
"40–59 years",63.6
"60–79 years",59.7
"80 years and older",52.3
"20 years and older (crude)",62.2
"20 years and older (age adjusted)",61.9
