| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 27.1 |
| 12–15              | 44.7 |
| 16–19              | 58.4 |
| 20–39              | 62.6 |
| 40–59              | 63.6 |
| 60–79              | 59.7 |
| 80+                | 52.3 |
| 20+                | 62.2 |
| 20+ (age adjusted) | 61.9 |
