Age,5th,10th,15th,25th,50th,75th,85th,90th,95th
"60 years and older",45.1,46.1,46.8,47.7,49.4,51.3,52.4,53,54.1
"60–69 years",45,46.1,46.8,47.9,49.7,51.3,52.4,53,54.2
"70–79 years",45.4,46.2,46.8,47.6,49.1,51.3,52.4,53.1,53.9
"80 years and older",44.8,45.9,46.6,47.6,49.2,50.9,52,52.7,53.9
