Age,"Standard error"
"All ages",1.3
"2–11 months",0.6
"1–2 years",1
"3–5 years",1.5
"6–11 years",2.1
"12–15 years",3.8
"16–19 years",2.6
"20–29 years",2.5
"30–39 years",2.8
"40–49 years",2.7
"50–59 years",2.7
"60–69 years",1.7
"70–79 years",1.9
"80 years and over",2.2
