Age,"Standard error"
"All ages",205.2
"2–11 months",134.7
"1–2 years",276.9
"3–5 years",434.3
"6–11 years",527.7
"12–15 years",915.3
"16–19 years",567.7
"20–29 years",644.4
"30–39 years",349.9
"40–49 years",304.2
"50–59 years",488.1
"60–69 years",570.6
"70–79 years",401.6
"80 years and over",646.1
