Age,"Standard error"
"All ages",326.7
"2–11 months",148.3
"1–2 years",312
"3–5 years",524.6
"6–11 years",828.5
"12–15 years",1194
"16–19 years",1100.7
"20–29 years",996.8
"30–39 years",880.7
"40–49 years",584
"50–59 years",845.6
"60–69 years",532.1
"70–79 years",887.6
"80 years and over",581.1
