| Age                | Mean   |
| ------------------ | ------ |
| 8–11               | 72.22  |
| 12–15              | 121.2  |
| 16–19              | 140.77 |
| 20–29              | 148.63 |
| 30–39              | 152.66 |
| 40–49              | 155    |
| 50–59              | 148.79 |
| 60–69              | 139.9  |
| 70–79              | 126.43 |
| 80+                | 109.83 |
| 20+ (age-adjusted) | 146.35 |
