Age,"Standard error"
"8–11 years",0.072
"12–15 years",0.114
"16–19 years",0.11
"20–29 years",0.109
"30–39 years",0.11
"40–49 years",0.108
"50–59 years",0.115
"60–69 years",0.117
"70–79 years",0.114
"80 years and over",0.119
