| Age                | Standard error |
| ------------------ | -------------- |
| 8–11               | 0.3            |
| 12–15              | 0.2            |
| 16–19              | 0.2            |
| 20–39              | 0.2            |
| 40–59              | 0.3            |
| 60–79              | 0.2            |
| 80+                | 0.4            |
| 20+                | 0.2            |
| 20+ (age adjusted) | 0.1            |
