| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 21.71          |
| 12–15 | 26.56          |
| 16–19 | 25.51          |
| 20–29 | 25.11          |
| 30–39 | 24.76          |
| 40–49 | 25.11          |
| 50–59 | 25.19          |
| 60–69 | 27.89          |
| 70–79 | 26.01          |
| 80+   | 25.8           |
