Age,"Standard error"
"8–11 years",21.71
"12–15 years",26.56
"16–19 years",25.51
"20–29 years",25.11
"30–39 years",24.76
"40–49 years",25.11
"50–59 years",25.19
"60–69 years",27.89
"70–79 years",26.01
"80 years and over",25.8
