Age,"Standard error"
"8–11 years",18.93
"12–15 years",43.19
"16–19 years",37.94
"20–29 years",38.73
"30–39 years",39.49
"40–49 years",37.53
"50–59 years",37.97
"60–69 years",39.05
"70–79 years",38.81
"80 years and over",37.63
